epoch,train_loss,val_loss,train_acc,val_acc
1,0.1818875623308122,0.28992813645228743,93.98500000000001,92.44
2,0.12408349786289036,0.3533813744623214,96.18,89.72
3,0.08908369546420872,0.5111815525382757,97.17,81.0
4,0.0827382026432082,0.15017978523671627,97.21000000000001,94.52000000000001
5,0.06354400345906615,0.9823533488415181,98.00500000000001,80.44
6,0.0657453674745746,0.19023384160399437,97.95,93.92
7,0.04986489778589457,0.053692484604544004,98.285,98.60000000000001
8,0.049537879413133486,0.059471427302574736,98.455,98.44000000000001
9,0.04659050016049296,0.14134163019163534,98.47,96.24000000000001
10,0.04414243509066291,0.013058124865149148,98.525,99.64
11,0.04233487127018161,0.25808904679175465,98.595,91.48
12,0.03832608650294132,0.09341231728182174,98.745,97.60000000000001
13,0.03763024335498921,0.40908024895749984,98.715,93.4
14,0.034746996287116784,0.007790464490244631,98.915,99.8
15,0.03748398717688397,0.061909276343329114,98.855,98.00000000000001
16,0.032117958362097854,0.199941802636208,99.00500000000001,95.0
17,0.04089185344041325,0.05597134880779777,98.76,98.44000000000001
18,0.028877145380573347,0.012973735334631056,99.16,99.48
19,0.0102895793547621,0.0017458324076607824,99.675,99.96000000000001
20,0.01126970423569437,0.004757938478072174,99.67,99.84
