epoch,train_loss,val_loss,train_acc,val_acc
1,0.4200676055312157,0.2916884693622589,83.075,87.84
2,0.21262491547465323,0.2012173180103302,91.78,92.24
3,0.1283888901539147,0.16620661107301712,95.43,93.32000000000001
4,0.09111919244751335,0.15498286172905937,97.00000000000001,94.56
5,0.05632746815532446,0.18533758545927703,98.22500000000001,94.44
6,0.041366117447149006,0.1528344537664205,98.65,95.0
7,0.028278224914637395,0.18385040392540394,99.14500000000001,94.32000000000001
8,0.018672020113363396,0.20904839767002267,99.41000000000001,93.4
9,0.016855673672899137,0.18433502961858175,99.48,94.32000000000001
10,0.010687470296473475,0.16166896361112595,99.68,95.48
11,0.003699627044174122,0.17401047660131153,99.905,95.80000000000001
12,0.0018375970715715083,0.17360860198994632,99.955,95.92
13,0.001439605641498929,0.172234993788274,99.955,95.92
