epoch,train_loss,val_loss,train_acc,val_acc
1,0.14250528852933764,0.5248498560132886,95.28949462793473,85.5207451312447
2,0.06295577717170978,0.21782972556491564,97.96060485475527,94.19983065198984
3,0.050582273811730735,0.1981999238721938,98.5575009948269,96.48602878916172
4,0.037112998375957267,0.33871037950427774,98.82113012335853,91.06689246401355
5,0.03448223691913876,0.07653895932632486,99.04496617588539,97.33276883996612
6,0.03261758498829881,0.3802668045733872,99.03999204138479,91.23624047417442
7,0.02341795945302654,0.3894736421861111,99.32351770791882,93.09906858594411
8,0.023194238027852636,0.18657001991847244,99.40310385992836,96.35901778154107
9,0.024425895041247373,0.5267025085753496,99.3682849184242,91.49026248941574
10,0.005029904834669927,0.144226594926002,99.86072423398329,97.7138018628281
11,0.0032679537867695615,0.16262851791216512,99.91046557898925,97.24809483488569
12,0.005051408784166802,0.14658479604708644,99.85077596498209,97.12108382726502
